store_id,item_id,holding_cost
CA,FOODS_2_240,0.936
CA,FOODS_2_241,0.952
CA,FOODS_2_242,1.0
CA,FOODS_2_243,2.736
CA,FOODS_2_244,2.192
CA,FOODS_2_245,1.2
CA,FOODS_2_246,0.872
CA,FOODS_2_247,0.832
CA,FOODS_2_248,2.392
CA,FOODS_2_249,1.3
CA,FOODS_2_250,4.388
CA,FOODS_2_251,2.792
CA,FOODS_2_252,1.588
CA,FOODS_2_253,3.192
CA,FOODS_2_254,2.512
CA,FOODS_2_255,0.4
CA,FOODS_2_256,2.248
CA,FOODS_2_257,0.4
CA,FOODS_2_258,1.248
CA,FOODS_2_259,1.468
CA,FOODS_2_260,1.192
CA,FOODS_2_261,3.992
CA,FOODS_2_262,0.792
CA,FOODS_2_263,1.792
CA,FOODS_2_264,1.3
CA,FOODS_2_265,1.432
CA,FOODS_2_266,4.108
CA,FOODS_2_267,0.712
CA,FOODS_2_268,1.432
CA,FOODS_2_269,1.192
CA,FOODS_2_270,1.192
CA,FOODS_2_271,4.392
CA,FOODS_2_272,0.752
CA,FOODS_2_273,0.792
CA,FOODS_2_274,2.792
CA,FOODS_2_275,0.984
CA,FOODS_2_276,1.192
CA,FOODS_2_277,0.512
CA,FOODS_2_278,0.8
CA,FOODS_2_279,1.0
CA,FOODS_2_280,1.3
CA,FOODS_2_281,2.736
CA,FOODS_2_282,2.792
CA,FOODS_2_283,0.608
CA,FOODS_2_284,0.988
CA,FOODS_2_285,1.392
CA,FOODS_2_286,0.632
CA,FOODS_2_287,1.032
CA,FOODS_2_288,1.192
CA,FOODS_2_289,1.0
CA,FOODS_2_290,1.108
CA,FOODS_2_291,2.792
CA,FOODS_2_292,1.192
CA,FOODS_2_293,1.432
CA,FOODS_2_294,0.536
CA,FOODS_2_295,4.712
CA,FOODS_2_296,1.184
CA,FOODS_2_297,1.7
CA,FOODS_2_298,4.712
CA,FOODS_2_299,0.892
CA,FOODS_2_300,1.992
CA,FOODS_2_301,1.192
CA,FOODS_2_302,4.392
CA,FOODS_2_303,0.936
CA,FOODS_2_304,1.552
CA,FOODS_2_305,4.192
CA,FOODS_2_306,1.772
CA,FOODS_2_307,1.0
CA,FOODS_2_308,1.152
CA,FOODS_2_309,0.984
CA,FOODS_2_310,1.592
CA,FOODS_2_311,1.092
CA,FOODS_2_312,1.992
CA,FOODS_2_313,3.464
CA,FOODS_2_314,1.748
CA,FOODS_2_315,1.0
CA,FOODS_2_316,4.392
CA,FOODS_2_317,4.712
CA,FOODS_2_318,1.992
CA,FOODS_2_319,1.152
CA,FOODS_2_320,0.744
CA,FOODS_2_321,1.112
CA,FOODS_2_322,1.192
CA,FOODS_2_323,1.3
CA,FOODS_2_324,1.032
CA,FOODS_2_325,0.4
CA,FOODS_2_326,0.432
CA,FOODS_2_327,0.792
CA,FOODS_2_328,1.768
CA,FOODS_2_329,1.272
CA,FOODS_2_330,1.592
CA,FOODS_2_331,1.192
CA,FOODS_2_332,1.512
CA,FOODS_2_333,1.336
CA,FOODS_2_334,4.392
CA,FOODS_2_335,1.512
CA,FOODS_2_336,1.152
CA,FOODS_2_337,2.512
CA,FOODS_2_338,1.148
CA,FOODS_2_339,1.7
CA,FOODS_2_340,1.2
CA,FOODS_2_341,1.032
CA,FOODS_2_342,2.392
CA,FOODS_2_343,1.3
CA,FOODS_2_344,1.192
CA,FOODS_2_345,3.192
CA,FOODS_2_346,0.8
CA,FOODS_2_347,0.892
CA,FOODS_2_348,2.392
CA,FOODS_2_349,2.392
CA,FOODS_2_350,1.992
CA,FOODS_2_351,1.2
CA,FOODS_2_352,4.392
CA,FOODS_2_353,1.152
CA,FOODS_2_354,1.992
CA,FOODS_2_355,1.108
CA,FOODS_2_356,1.0
CA,FOODS_2_357,0.892
CA,FOODS_2_358,1.152
CA,FOODS_2_359,0.892
CA,FOODS_2_360,0.256
CA,FOODS_2_361,1.3
CA,FOODS_2_362,2.988
CA,FOODS_2_363,1.032
CA,FOODS_2_364,0.928
CA,FOODS_2_365,3.992
CA,FOODS_2_366,1.152
CA,FOODS_2_367,1.748
CA,FOODS_2_368,2.792
CA,FOODS_2_369,1.948
CA,FOODS_2_370,1.992
CA,FOODS_2_371,0.952
CA,FOODS_2_372,3.468
CA,FOODS_2_373,2.272
CA,FOODS_2_374,0.892
CA,FOODS_2_375,1.992
CA,FOODS_2_376,0.792
CA,FOODS_2_377,1.108
CA,FOODS_2_378,1.288
CA,FOODS_2_379,2.792
CA,FOODS_2_380,1.992
CA,FOODS_2_381,1.072
CA,FOODS_2_382,1.3
CA,FOODS_2_383,0.752
CA,FOODS_2_384,0.832
CA,FOODS_2_385,1.048
CA,FOODS_2_386,1.192
CA,FOODS_2_387,5.188
CA,FOODS_2_388,1.2
CA,FOODS_2_389,4.712
CA,FOODS_2_390,2.448
CA,FOODS_2_391,0.792
CA,FOODS_2_392,1.992
CA,FOODS_2_393,1.592
CA,FOODS_2_394,0.912
CA,FOODS_2_395,1.592
CA,FOODS_2_396,1.112
CA,FOODS_2_397,1.192
CA,FOODS_2_398,0.944
CA,FOODS_2_399,0.792
CA,FOODS_3_001,0.912
CA,FOODS_3_002,1.0
CA,FOODS_3_003,1.592
CA,FOODS_3_004,1.708
CA,FOODS_3_005,0.792
CA,FOODS_3_006,3.152
CA,FOODS_3_007,0.08
CA,FOODS_3_008,0.316
CA,FOODS_3_009,0.912
CA,FOODS_3_010,1.112
CA,FOODS_3_011,0.792
CA,FOODS_3_012,1.056
CA,FOODS_3_013,0.992
CA,FOODS_3_014,0.792
CA,FOODS_3_015,0.632
CA,FOODS_3_016,1.192
CA,FOODS_3_017,0.792
CA,FOODS_3_018,1.8
CA,FOODS_3_019,0.792
CA,FOODS_3_020,0.5
CA,FOODS_3_021,0.992
CA,FOODS_3_022,0.792
CA,FOODS_3_023,1.512
CA,FOODS_3_024,0.392
CA,FOODS_3_025,1.152
CA,FOODS_3_026,0.792
CA,FOODS_3_027,0.8
CA,FOODS_3_028,1.4
CA,FOODS_3_029,0.5
CA,FOODS_3_030,0.4
CA,FOODS_3_031,1.592
CA,FOODS_3_032,1.192
CA,FOODS_3_033,1.0
CA,FOODS_3_034,1.0
CA,FOODS_3_035,1.432
CA,FOODS_3_036,1.152
CA,FOODS_3_037,1.0
CA,FOODS_3_038,1.992
CA,FOODS_3_039,1.712
CA,FOODS_3_040,1.0
CA,FOODS_3_041,1.192
CA,FOODS_3_042,0.592
CA,FOODS_3_043,1.0
CA,FOODS_3_044,1.152
CA,FOODS_3_045,1.592
CA,FOODS_3_046,0.792
CA,FOODS_3_047,0.4
CA,FOODS_3_048,0.664
CA,FOODS_3_049,1.872
CA,FOODS_3_050,0.592
CA,FOODS_3_051,0.792
CA,FOODS_3_053,1.592
CA,FOODS_3_054,0.792
CA,FOODS_3_055,1.392
CA,FOODS_3_056,0.792
CA,FOODS_3_057,1.192
CA,FOODS_3_058,0.792
CA,FOODS_3_059,0.788
CA,FOODS_3_060,1.192
CA,FOODS_3_061,1.192
CA,FOODS_3_062,1.072
CA,FOODS_3_063,1.072
CA,FOODS_3_064,0.592
CA,FOODS_3_065,1.392
CA,FOODS_3_066,1.192
CA,FOODS_3_067,1.512
CA,FOODS_3_068,1.192
CA,FOODS_3_069,1.188
CA,FOODS_3_070,0.08
CA,FOODS_3_071,0.536
CA,FOODS_3_072,1.0
CA,FOODS_3_073,1.192
CA,FOODS_3_074,1.592
CA,FOODS_3_075,1.152
CA,FOODS_3_076,0.5
CA,FOODS_3_077,1.0
CA,FOODS_3_078,0.872
CA,FOODS_3_079,2.392
CA,FOODS_3_080,0.592
CA,FOODS_3_081,1.8
CA,FOODS_3_082,0.792
CA,FOODS_3_083,7.592
CA,FOODS_3_084,0.792
CA,FOODS_3_085,1.192
CA,FOODS_3_086,0.5
CA,FOODS_3_087,1.0
CA,FOODS_3_088,1.112
CA,FOODS_3_089,0.4
CA,FOODS_3_090,0.5
CA,FOODS_3_091,1.952
CA,FOODS_3_092,1.472
CA,FOODS_3_093,0.788
CA,FOODS_3_094,1.192
CA,FOODS_3_095,2.256
CA,FOODS_3_096,1.752
CA,FOODS_3_097,0.8
CA,FOODS_3_098,1.752
CA,FOODS_3_099,0.952
CA,FOODS_3_100,1.592
CA,FOODS_3_101,0.4
CA,FOODS_3_102,0.792
CA,FOODS_3_103,1.352
CA,FOODS_3_104,1.192
CA,FOODS_3_105,1.152
CA,FOODS_3_106,0.4
CA,FOODS_3_107,1.072
CA,FOODS_3_108,0.4
CA,FOODS_3_109,0.4
CA,FOODS_3_110,3.472
CA,FOODS_3_111,1.992
CA,FOODS_3_112,1.192
CA,FOODS_3_113,0.6
CA,FOODS_3_114,1.072
CA,FOODS_3_115,1.752
CA,FOODS_3_116,0.4
CA,FOODS_3_117,0.788
CA,FOODS_3_118,0.4
CA,FOODS_3_119,1.712
CA,FOODS_3_120,1.992
CA,FOODS_3_121,1.192
CA,FOODS_3_122,1.0
CA,FOODS_3_123,0.988
CA,FOODS_3_124,2.392
CA,FOODS_3_125,1.992
CA,FOODS_3_126,1.392
CA,FOODS_3_127,1.312
CA,FOODS_3_128,1.296
CA,FOODS_3_129,0.992
CA,FOODS_3_130,1.072
CA,FOODS_3_131,0.4
CA,FOODS_3_132,1.032
CA,FOODS_3_133,0.352
CA,FOODS_3_134,2.592
CA,FOODS_3_135,0.592
CA,FOODS_3_136,1.752
CA,FOODS_3_137,1.0
CA,FOODS_3_138,0.792
CA,FOODS_3_139,1.992
CA,FOODS_3_140,1.432
CA,FOODS_3_141,1.112
CA,FOODS_3_142,1.592
CA,FOODS_3_143,1.0
CA,FOODS_3_144,0.776
CA,FOODS_3_145,1.128
CA,FOODS_3_146,2.392
CA,FOODS_3_147,1.432
CA,FOODS_3_148,0.5
CA,FOODS_3_149,1.0
CA,FOODS_3_150,0.788
CA,FOODS_3_151,1.072
CA,FOODS_3_152,0.792
CA,FOODS_3_153,0.792
CA,FOODS_3_154,1.192
CA,FOODS_3_155,0.792
CA,FOODS_3_156,1.432
CA,FOODS_3_157,1.192
CA,FOODS_3_158,2.392
CA,FOODS_3_159,1.192
CA,FOODS_3_160,0.988
CA,FOODS_3_161,0.792
CA,FOODS_3_162,0.792
CA,FOODS_3_163,0.8
CA,FOODS_3_164,1.152
CA,FOODS_3_165,1.432
CA,FOODS_3_166,0.4
CA,FOODS_3_167,0.792
CA,FOODS_3_168,1.512
CA,FOODS_3_169,1.592
CA,FOODS_3_170,0.792
CA,FOODS_3_171,0.992
CA,FOODS_3_172,0.712
CA,FOODS_3_173,4.392
CA,FOODS_3_174,2.488
CA,FOODS_3_175,2.792
CA,FOODS_3_176,0.656
CA,FOODS_3_177,1.192
CA,FOODS_3_178,0.948
CA,FOODS_3_179,1.592
CA,FOODS_3_180,1.112
CA,FOODS_3_181,1.192
CA,FOODS_3_182,0.792
CA,FOODS_3_183,1.312
CA,FOODS_3_184,1.192
CA,FOODS_3_185,0.992
CA,FOODS_3_186,0.912
CA,FOODS_3_187,0.912
CA,FOODS_3_188,0.792
CA,FOODS_3_189,1.0
CA,FOODS_3_190,0.4
CA,FOODS_3_191,0.4
CA,FOODS_3_192,2.372
CA,FOODS_3_193,0.912
CA,FOODS_3_194,1.112
CA,FOODS_3_195,1.032
CA,FOODS_3_196,1.8
CA,FOODS_3_197,0.792
CA,FOODS_3_198,1.992
CA,FOODS_3_199,0.792
CA,FOODS_3_200,0.8
CA,FOODS_3_201,0.952
CA,FOODS_3_202,1.752
CA,FOODS_3_203,1.8
CA,FOODS_3_204,0.992
CA,FOODS_3_205,0.392
CA,FOODS_3_206,0.992
CA,FOODS_3_207,0.792
CA,FOODS_3_208,1.872
CA,FOODS_3_209,1.592
CA,FOODS_3_210,0.792
CA,FOODS_3_211,2.112
CA,FOODS_3_212,1.192
CA,FOODS_3_213,0.992
CA,FOODS_3_214,0.5
CA,FOODS_3_215,0.392
CA,FOODS_3_216,0.996
CA,FOODS_3_217,1.112
CA,FOODS_3_218,0.8
CA,FOODS_3_219,0.4
CA,FOODS_3_220,1.312
CA,FOODS_3_221,1.992
CA,FOODS_3_222,1.712
CA,FOODS_3_223,0.792
CA,FOODS_3_224,1.712
CA,FOODS_3_225,0.792
CA,FOODS_3_226,0.592
CA,FOODS_3_227,0.8
CA,FOODS_3_228,0.592
CA,FOODS_3_229,1.392
CA,FOODS_3_230,1.392
CA,FOODS_3_231,2.392
CA,FOODS_3_232,1.272
CA,FOODS_3_233,1.0
CA,FOODS_3_234,0.08
CA,FOODS_3_235,0.792
CA,FOODS_3_236,1.0
CA,FOODS_3_237,0.4
CA,FOODS_3_238,1.472
CA,FOODS_3_239,0.672
CA,FOODS_3_240,0.4
CA,FOODS_3_241,1.112
CA,FOODS_3_242,3.952
CA,FOODS_3_243,0.592
CA,FOODS_3_244,3.952
CA,FOODS_3_245,0.992
CA,FOODS_3_246,0.792
CA,FOODS_3_247,1.952
CA,FOODS_3_248,0.792
CA,FOODS_3_249,1.136
CA,FOODS_3_250,1.552
CA,FOODS_3_251,1.192
CA,FOODS_3_252,0.592
CA,FOODS_3_253,0.792
CA,FOODS_3_254,0.696
CA,FOODS_3_255,1.592
CA,FOODS_3_256,0.952
CA,FOODS_3_257,1.712
CA,FOODS_3_258,0.6
CA,FOODS_3_259,0.6
CA,FOODS_3_260,0.788
CA,FOODS_3_261,1.792
CA,FOODS_3_262,2.6
CA,FOODS_3_263,1.072
CA,FOODS_3_264,1.592
CA,FOODS_3_265,1.512
CA,FOODS_3_266,1.448
CA,FOODS_3_267,0.792
CA,FOODS_3_268,0.872
CA,FOODS_3_269,1.136
CA,FOODS_3_270,1.192
CA,FOODS_3_271,1.992
CA,FOODS_3_272,3.592
CA,FOODS_3_273,0.8
CA,FOODS_3_274,0.5
CA,FOODS_3_275,1.0
CA,FOODS_3_276,1.992
CA,FOODS_3_277,0.792
CA,FOODS_3_278,0.4
CA,FOODS_3_279,1.192
CA,FOODS_3_280,2.104
CA,FOODS_3_281,0.552
CA,FOODS_3_282,1.0
CA,FOODS_3_283,1.192
CA,FOODS_3_284,0.792
CA,FOODS_3_285,0.552
CA,FOODS_3_286,1.552
CA,FOODS_3_287,1.992
CA,FOODS_3_288,0.6
CA,FOODS_3_289,1.112
CA,FOODS_3_290,0.4
CA,FOODS_3_291,0.952
CA,FOODS_3_292,1.4
CA,FOODS_3_293,0.792
CA,FOODS_3_294,0.992
CA,FOODS_3_295,0.352
CA,FOODS_3_296,0.8
CA,FOODS_3_297,1.152
CA,FOODS_3_298,7.592
CA,FOODS_3_299,0.6
CA,FOODS_3_300,1.812
CA,FOODS_3_301,0.792
CA,FOODS_3_302,0.6
CA,FOODS_3_303,1.192
CA,FOODS_3_304,1.712
CA,FOODS_3_305,1.192
CA,FOODS_3_306,0.592
CA,FOODS_3_307,1.592
CA,FOODS_3_308,1.792
CA,FOODS_3_309,0.792
CA,FOODS_3_310,0.4
CA,FOODS_3_311,1.192
CA,FOODS_3_312,1.152
CA,FOODS_3_313,0.788
CA,FOODS_3_314,0.988
CA,FOODS_3_315,0.792
CA,FOODS_3_316,1.0
CA,FOODS_3_317,0.5
CA,FOODS_3_318,0.4
CA,FOODS_3_319,0.4
CA,FOODS_3_320,0.792
CA,FOODS_3_321,0.5
CA,FOODS_3_322,1.0
CA,FOODS_3_323,0.992
CA,FOODS_3_324,1.2
CA,FOODS_3_325,1.0
CA,FOODS_3_326,0.4
CA,FOODS_3_327,1.192
CA,FOODS_3_328,1.4
CA,FOODS_3_329,1.192
CA,FOODS_3_330,1.812
CA,FOODS_3_331,0.592
CA,FOODS_3_332,0.792
CA,FOODS_3_333,0.792
CA,FOODS_3_334,1.112
CA,FOODS_3_335,0.992
CA,FOODS_3_336,0.988
CA,FOODS_3_337,1.592
CA,FOODS_3_338,1.472
CA,FOODS_3_339,0.352
CA,FOODS_3_340,1.192
CA,FOODS_3_341,1.592
CA,FOODS_3_342,0.552
CA,FOODS_3_343,1.432
CA,FOODS_3_344,0.8
CA,FOODS_3_345,0.988
CA,FOODS_3_346,0.792
CA,FOODS_3_347,0.788
CA,FOODS_3_348,0.352
CA,FOODS_3_349,0.552
CA,FOODS_3_350,1.432
CA,FOODS_3_351,0.5
CA,FOODS_3_352,1.6
CA,FOODS_3_353,3.592
CA,FOODS_3_354,1.192
CA,FOODS_3_355,0.5
CA,FOODS_3_356,1.312
CA,FOODS_3_357,1.6
CA,FOODS_3_358,1.152
CA,FOODS_3_359,1.112
CA,FOODS_3_360,0.992
CA,FOODS_3_361,0.792
CA,FOODS_3_362,1.0
CA,FOODS_3_363,0.792
CA,FOODS_3_364,1.112
CA,FOODS_3_365,1.432
CA,FOODS_3_366,0.696
CA,FOODS_3_367,0.952
CA,FOODS_3_368,2.392
CA,FOODS_3_369,1.512
CA,FOODS_3_370,2.792
CA,FOODS_3_371,1.0
CA,FOODS_3_372,1.312
CA,FOODS_3_373,0.792
CA,FOODS_3_374,1.192
CA,FOODS_3_375,0.792
CA,FOODS_3_376,0.4
CA,FOODS_3_377,0.592
CA,FOODS_3_378,1.8
CA,FOODS_3_379,0.992
CA,FOODS_3_380,0.752
CA,FOODS_3_381,1.192
CA,FOODS_3_382,0.792
CA,FOODS_3_383,0.4
CA,FOODS_3_384,1.192
CA,FOODS_3_385,1.192
CA,FOODS_3_386,1.0
CA,FOODS_3_387,1.136
CA,FOODS_3_388,1.6
CA,FOODS_3_389,0.592
CA,FOODS_3_390,0.672
CA,FOODS_3_391,1.0
CA,FOODS_3_392,1.472
CA,FOODS_3_393,1.4
CA,FOODS_3_394,1.112
CA,FOODS_3_395,1.512
CA,FOODS_3_396,4.392
CA,FOODS_3_397,0.752
CA,FOODS_3_398,1.952
CA,FOODS_3_399,1.4
CA,FOODS_3_400,1.112
CA,FOODS_3_401,0.792
CA,FOODS_3_402,1.992
CA,FOODS_3_403,0.6
CA,FOODS_3_404,0.4
CA,FOODS_3_405,1.392
CA,FOODS_3_406,0.352
CA,FOODS_3_407,1.328
CA,FOODS_3_408,1.268
CA,FOODS_3_409,1.112
CA,FOODS_3_410,1.032
CA,FOODS_3_411,1.192
CA,FOODS_3_412,0.08
CA,FOODS_3_413,0.4
CA,FOODS_3_414,1.988
CA,FOODS_3_415,0.792
CA,FOODS_3_416,1.0
CA,FOODS_3_417,1.8
CA,FOODS_3_418,1.592
CA,FOODS_3_419,1.152
CA,FOODS_3_420,3.392
CA,FOODS_3_421,0.992
CA,FOODS_3_422,0.788
CA,FOODS_3_423,1.192
CA,FOODS_3_424,1.4
CA,FOODS_3_425,0.992
CA,FOODS_3_426,1.192
CA,FOODS_3_427,0.992
CA,FOODS_3_428,0.792
CA,FOODS_3_429,2.392
CA,FOODS_3_430,2.392
CA,FOODS_3_431,0.4
CA,FOODS_3_432,1.712
CA,FOODS_3_433,0.4
CA,FOODS_3_434,1.112
CA,FOODS_3_435,0.4
CA,FOODS_3_436,0.792
CA,FOODS_3_437,0.4
CA,FOODS_3_438,0.4
CA,FOODS_3_439,1.072
CA,FOODS_3_440,1.592
CA,FOODS_3_441,2.592
CA,FOODS_3_442,0.992
CA,FOODS_3_443,1.0
CA,FOODS_3_444,2.592
CA,FOODS_3_445,0.992
CA,FOODS_3_446,0.4
CA,FOODS_3_447,0.792
CA,FOODS_3_448,1.2
CA,FOODS_3_449,0.792
CA,FOODS_3_450,1.272
CA,FOODS_3_451,0.512
CA,FOODS_3_452,2.104
CA,FOODS_3_453,1.192
CA,FOODS_3_454,0.08
CA,FOODS_3_455,0.992
CA,FOODS_3_456,1.472
CA,FOODS_3_457,1.0
CA,FOODS_3_458,0.776
CA,FOODS_3_459,0.712
CA,FOODS_3_460,0.792
CA,FOODS_3_461,0.592
CA,FOODS_3_462,0.4
CA,FOODS_3_463,2.392
CA,FOODS_3_464,1.192
CA,FOODS_3_465,0.792
CA,FOODS_3_466,1.512
CA,FOODS_3_467,0.792
CA,FOODS_3_468,0.4
CA,FOODS_3_469,2.672
CA,FOODS_3_470,0.792
CA,FOODS_3_471,1.0
CA,FOODS_3_472,0.788
CA,FOODS_3_473,1.432
CA,FOODS_3_474,0.712
CA,FOODS_3_475,0.4
CA,FOODS_3_476,2.392
CA,FOODS_3_477,0.592
CA,FOODS_3_478,0.792
CA,FOODS_3_479,0.4
CA,FOODS_3_480,0.792
CA,FOODS_3_481,1.4
CA,FOODS_3_482,1.192
CA,FOODS_3_483,1.192
CA,FOODS_3_484,0.752
CA,FOODS_3_485,1.392
CA,FOODS_3_486,1.152
CA,FOODS_3_487,0.672
CA,FOODS_3_488,1.592
CA,FOODS_3_489,0.792
CA,FOODS_3_490,1.192
CA,FOODS_3_491,0.5
CA,FOODS_3_492,1.192
CA,FOODS_3_493,2.792
CA,FOODS_3_494,1.136
CA,FOODS_3_495,0.948
CA,FOODS_3_496,1.592
CA,FOODS_3_497,0.912
CA,FOODS_3_498,0.08
CA,FOODS_3_499,1.0
CA,FOODS_3_500,1.0
CA,FOODS_3_501,0.352
CA,FOODS_3_502,1.0
CA,FOODS_3_503,0.864
CA,FOODS_3_504,0.4
CA,FOODS_3_505,1.312
CA,FOODS_3_506,1.592
CA,FOODS_3_507,0.792
CA,FOODS_3_508,0.4
CA,FOODS_3_509,0.792
CA,FOODS_3_510,0.8
CA,FOODS_3_511,2.592
CA,FOODS_3_512,0.792
CA,FOODS_3_513,1.8
CA,FOODS_3_514,1.992
CA,FOODS_3_515,1.152
CA,FOODS_3_516,1.392
CA,FOODS_3_517,1.152
CA,FOODS_3_518,1.152
CA,FOODS_3_519,0.4
CA,FOODS_3_520,1.664
CA,FOODS_3_521,1.016
CA,FOODS_3_522,0.988
CA,FOODS_3_523,0.792
CA,FOODS_3_524,0.4
CA,FOODS_3_525,0.8
CA,FOODS_3_526,0.792
CA,FOODS_3_527,1.992
CA,FOODS_3_528,2.104
CA,FOODS_3_529,1.592
CA,FOODS_3_530,0.672
CA,FOODS_3_531,0.992
CA,FOODS_3_532,1.072
CA,FOODS_3_533,2.104
CA,FOODS_3_534,1.728
CA,FOODS_3_535,2.672
CA,FOODS_3_536,0.992
CA,FOODS_3_537,1.592
CA,FOODS_3_538,0.512
CA,FOODS_3_539,0.872
CA,FOODS_3_540,1.192
CA,FOODS_3_541,0.4
CA,FOODS_3_542,0.952
CA,FOODS_3_543,1.448
CA,FOODS_3_544,1.192
CA,FOODS_3_545,0.4
CA,FOODS_3_546,2.392
CA,FOODS_3_547,0.08
CA,FOODS_3_548,0.952
CA,FOODS_3_549,0.8
CA,FOODS_3_550,1.192
CA,FOODS_3_551,1.8
CA,FOODS_3_552,0.792
CA,FOODS_3_553,1.0
CA,FOODS_3_554,1.448
CA,FOODS_3_555,0.592
CA,FOODS_3_556,1.152
CA,FOODS_3_557,1.0
CA,FOODS_3_558,1.296
CA,FOODS_3_559,1.032
CA,FOODS_3_560,1.152
CA,FOODS_3_561,1.192
CA,FOODS_3_562,1.952
CA,FOODS_3_563,1.512
CA,FOODS_3_564,0.792
CA,FOODS_3_565,1.152
CA,FOODS_3_566,0.4
CA,FOODS_3_567,0.792
CA,FOODS_3_568,0.4
CA,FOODS_3_569,1.6
CA,FOODS_3_570,0.6
CA,FOODS_3_571,2.792
CA,FOODS_3_572,1.072
CA,FOODS_3_573,0.4
CA,FOODS_3_574,2.392
CA,FOODS_3_575,2.6
CA,FOODS_3_576,1.0
CA,FOODS_3_577,1.192
CA,FOODS_3_578,1.2
CA,FOODS_3_579,0.752
CA,FOODS_3_580,0.08
CA,FOODS_3_581,0.792
CA,FOODS_3_582,0.672
CA,FOODS_3_583,0.6
CA,FOODS_3_584,0.4
CA,FOODS_3_585,1.592
CA,FOODS_3_586,0.592
CA,FOODS_3_587,0.912
CA,FOODS_3_588,1.416
CA,FOODS_3_589,0.4
CA,FOODS_3_590,1.136
CA,FOODS_3_591,1.032
CA,FOODS_3_592,2.792
CA,FOODS_3_593,1.988
CA,FOODS_3_594,0.4
CA,FOODS_3_595,0.792
CA,FOODS_3_596,1.032
CA,FOODS_3_597,1.112
CA,FOODS_3_598,0.752
CA,FOODS_3_599,0.792
CA,FOODS_3_600,1.0
CA,FOODS_3_601,0.792
CA,FOODS_3_602,0.992
CA,FOODS_3_603,0.4
CA,FOODS_3_604,1.0
CA,FOODS_3_605,1.0
CA,FOODS_3_606,1.152
CA,FOODS_3_607,0.992
CA,FOODS_3_608,0.792
CA,FOODS_3_609,1.192
CA,FOODS_3_610,0.792
CA,FOODS_3_611,0.912
CA,FOODS_3_612,1.592
CA,FOODS_3_613,1.152
CA,FOODS_3_614,0.4
CA,FOODS_3_615,1.752
CA,FOODS_3_616,1.152
CA,FOODS_3_617,0.792
CA,FOODS_3_618,0.792
CA,FOODS_3_619,1.072
CA,FOODS_3_620,2.192
CA,FOODS_3_621,0.6
CA,FOODS_3_622,0.952
CA,FOODS_3_623,1.192
CA,FOODS_3_624,0.992
CA,FOODS_3_625,1.432
CA,FOODS_3_626,1.592
CA,FOODS_3_627,1.112
CA,FOODS_3_628,1.792
CA,FOODS_3_629,2.256
CA,FOODS_3_630,0.988
CA,FOODS_3_631,1.336
CA,FOODS_3_632,1.812
CA,FOODS_3_633,1.152
CA,FOODS_3_634,1.792
CA,FOODS_3_635,0.4
CA,FOODS_3_636,1.4
CA,FOODS_3_637,1.192
CA,FOODS_3_638,0.6
CA,FOODS_3_639,0.792
CA,FOODS_3_640,0.6
CA,FOODS_3_641,0.8
CA,FOODS_3_642,1.392
CA,FOODS_3_643,0.792
CA,FOODS_3_644,0.792
CA,FOODS_3_645,1.152
CA,FOODS_3_646,1.136
CA,FOODS_3_647,0.472
CA,FOODS_3_648,0.4
CA,FOODS_3_649,2.192
CA,FOODS_3_650,1.192
CA,FOODS_3_651,1.504
CA,FOODS_3_652,1.592
CA,FOODS_3_653,1.592
CA,FOODS_3_654,0.552
CA,FOODS_3_655,0.792
CA,FOODS_3_656,1.192
CA,FOODS_3_657,1.2
CA,FOODS_3_658,1.112
CA,FOODS_3_659,1.512
CA,FOODS_3_660,0.592
CA,FOODS_3_661,1.312
CA,FOODS_3_662,1.0
CA,FOODS_3_663,0.792
CA,FOODS_3_664,0.788
CA,FOODS_3_665,1.192
CA,FOODS_3_666,0.988
CA,FOODS_3_667,0.752
CA,FOODS_3_668,0.592
CA,FOODS_3_669,0.232
CA,FOODS_3_670,0.752
CA,FOODS_3_671,0.792
CA,FOODS_3_672,0.792
CA,FOODS_3_673,2.392
CA,FOODS_3_674,1.192
CA,FOODS_3_675,0.912
CA,FOODS_3_676,2.792
CA,FOODS_3_677,1.592
CA,FOODS_3_678,1.792
CA,FOODS_3_679,1.512
CA,FOODS_3_680,1.0
CA,FOODS_3_681,0.5
CA,FOODS_3_682,1.4
CA,FOODS_3_683,1.0
CA,FOODS_3_684,0.792
CA,FOODS_3_685,0.912
CA,FOODS_3_686,1.4
CA,FOODS_3_687,1.032
CA,FOODS_3_688,0.712
CA,FOODS_3_689,1.072
CA,FOODS_3_690,3.992
CA,FOODS_3_691,2.992
CA,FOODS_3_692,0.352
CA,FOODS_3_693,1.392
CA,FOODS_3_694,0.592
CA,FOODS_3_695,1.812
CA,FOODS_3_696,1.8
CA,FOODS_3_697,1.272
CA,FOODS_3_698,0.4
CA,FOODS_3_700,1.136
CA,FOODS_3_701,0.792
CA,FOODS_3_702,1.312
CA,FOODS_3_703,0.792
CA,FOODS_3_704,1.752
CA,FOODS_3_705,1.4
CA,FOODS_3_706,0.792
CA,FOODS_3_707,0.392
CA,FOODS_3_708,1.192
CA,FOODS_3_709,0.768
CA,FOODS_3_710,1.192
CA,FOODS_3_711,0.08
CA,FOODS_3_712,1.264
CA,FOODS_3_713,1.512
CA,FOODS_3_714,0.592
CA,FOODS_3_715,1.592
CA,FOODS_3_716,0.712
